OBJECTID,RoadWidth,sidewalk_width,public_transport,has_utilities,people_flow,tree_density
110,0.06015002238392944,0.0,0.6666666666666666,0.0,0.018390764696396472,0.20544020848703182
111,0.08242675975253193,0.08632881635297586,0.6666666666666666,0.0,0.01208691201509101,0.0
113,0.06893876106796068,0.0,0.6666666666666666,0.0,0.0181692083752174,0.0910597771411599
115,0.11568562830380374,0.06570418441573365,0.3333333333333333,0.0,0.004767175042750509,0.0
117,0.08193327172148748,0.07955215225928108,0.6666666666666666,0.0,0.014321265446607515,0.0
118,0.11346695465603426,0.09300726683765469,0.6666666666666666,0.0,0.02666306120224581,0.0
121,0.05836355526170994,0.10351600709742682,0.6666666666666666,0.0,0.03625811413279927,0.0
122,0.11248604606973692,0.08554311450549991,0.6666666666666666,0.0,0.06803639357075184,0.0
123,0.08107270140505547,0.09487330492103713,0.3333333333333333,0.0,0.01617231913378689,0.0
126,0.06420410745863675,0.1208014126214889,0.6666666666666666,0.0,0.05562250704772665,0.0
129,0.08063280941016954,0.11785503654684738,0.6666666666666666,0.0,0.06842018213136734,0.0
131,0.07846874304452385,0.07012374764997054,0.6666666666666666,0.0,0.07695241932924939,0.0
132,0.15438196641025176,0.13376546735002948,0.6666666666666666,0.0,0.04466975508248055,0.013289132038593094
134,0.11117041506894015,0.08249852657788255,0.6666666666666666,0.0,0.013030071339662382,0.0
135,0.06092241205219122,0.11785503654684738,0.6666666666666666,0.0,0.07135020736742775,0.0
138,0.08079562001057561,0.16794343098644668,0.6666666666666666,0.0,0.016691910812787633,0.0
139,0.08161371799646691,0.06776664649734827,0.3333333333333333,0.0,0.017263424570181343,0.0
140,0.08877738441433336,0.14447063833991358,0.6666666666666666,0.0,0.0327771278382225,0.0
144,0.08016763626615224,0.16794343098644668,0.6666666666666666,0.0,0.015238751003675536,0.07131291259066215
145,0.11137468675392168,0.08603417669652329,0.6666666666666666,0.0,0.09165169092657433,0.0
146,0.08139225513007606,0.14967589639687687,0.6666666666666666,0.0,0.057350455851231746,0.0
147,0.07005416536763695,0.0441956393635828,0.6666666666666666,0.0,0.09097524423946611,0.0
150,0.07910077177280822,0.06923983482734238,0.6666666666666666,0.0,0.03748815391571317,0.0
152,0.10537900942592476,0.08603417669681793,0.6666666666666666,0.0,0.10252456306655411,0.0
154,0.07523376720167309,0.10184639449950894,0.6666666666666666,1.0,0.11183017597434972,0.04660298358739497
156,0.1123404266507402,0.11337654679092518,0.6666666666666666,0.0,0.02311739248672329,0.0
157,0.08089573336113585,0.06776664854635632,0.6666666666666666,0.0,0.048326824419155735,0.0
158,0.08343800571778692,0.18031820874395996,0.6666666666666666,1.0,0.022009194442425835,0.0
159,0.07310812818270707,0.06776664913170301,0.6666666666666666,1.0,0.07088654662215509,0.0
162,0.08137607519463198,0.1280691422781379,0.6666666666666666,0.0,0.058556098383935905,0.013777773519464218
164,0.11838868876893038,0.08603417669681793,0.6666666666666666,0.0,0.09901898696537549,0.0
166,0.08188675440708575,0.11638184944608135,0.6666666666666666,1.0,0.06115523007367634,0.0
169,0.1139928025579669,0.08131997614790808,0.6666666666666666,0.0,0.02269155801951356,0.0
170,0.06390073366906025,0.046552739638185035,0.6666666666666666,0.0,0.08923870049673975,0.0
172,0.11276514995614731,0.10665880840011786,0.6666666666666666,0.0,0.018803683825954626,0.0
173,0.10974354701196534,0.07586918248806718,0.6666666666666666,0.0,0.032241801785857,0.0
176,0.08468689448487686,0.11333726096837558,0.6666666666666666,1.0,0.06930713339600067,0.0
178,0.08595701941723713,0.14437242238911807,0.6666666666666666,1.0,0.08334743036708486,0.0
179,0.10814577838686246,0.10489098302821975,0.6666666666666666,1.0,0.09260038969735374,0.07330580333617576
182,0.08587814223194726,0.11476134158632882,0.6666666666666666,0.0,0.07016528109380166,0.0
183,0.1098345591488383,0.11225692440542134,0.6666666666666666,0.0,0.008763280051622505,0.0
184,0.062322178717297186,0.0,0.6666666666666666,0.0,0.07463513482033667,0.0
188,0.08515105638292891,0.07955214973070125,0.6666666666666666,1.0,0.12663883772566875,0.03474145116938613
189,0.10794757417767245,0.07071302298173247,0.6666666666666666,0.0,0.015785950228039122,0.0
190,0.10829342029778968,0.10430170847672364,0.6666666666666666,0.0,0.014606211638709801,0.0
192,0.07413150909954513,0.16146140163170303,0.6666666666666666,0.0,0.05697991403045483,0.3486600684098073
195,0.11377942965929808,0.07071302298173247,0.6666666666666666,0.0,0.006889886210354276,0.0
196,0.08893210504701737,0.08721272675171872,0.6666666666666666,0.0,0.06347041493189948,0.0
198,0.08443610548549363,0.08446277632655669,0.6666666666666666,1.0,0.12041510756217161,0.20714566306732712
200,0.07966100203755948,0.0908465899175997,0.6666666666666666,0.0,0.05219307449272624,0.0
202,0.08252181687326589,0.14348851044490277,0.6666666666666666,1.0,0.14518874080744715,0.0
203,0.08210417228961557,0.13199764219681792,0.6666666666666666,0.0,0.04957511975464941,0.0
205,0.08132652414233447,0.08706540954640543,0.6666666666666666,1.0,0.08879537701213792,0.04317291201578982
206,0.1127206551336761,0.11530151362050678,0.6666666666666666,1.0,0.1794252227355903,0.0032384474614596003
208,0.1111946849721063,0.10945786717545669,0.6666666666666666,0.0,0.001348916041479364,0.0
210,0.08039617785429988,0.11520330106482028,0.6666666666666666,1.0,0.03909359700402394,0.0
212,0.08263406517540921,0.12492634176016501,0.6666666666666666,1.0,0.2010999511539643,0.11745599831370783
213,0.111943006986395,0.1202121412115498,0.6666666666666666,1.0,0.1737773582947546,0.2309837023694321
215,0.16867188314527023,0.12630131618837165,0.6666666666666666,1.0,0.13687051558807845,0.15806114725354745
217,0.11030074353882088,0.11294441161363192,0.6666666666666666,0.0,4.9899315902965e-08,0.0
218,0.08238732115988698,0.23158514717442547,0.6666666666666666,1.0,0.18154852749620484,0.08510984852114092
220,0.08363620992697691,0.16823806591278728,1.0,1.0,0.029912034818749808,0.0
221,0.05969496169956469,0.13273423569446083,1.0,0.0,0.07351792534551449,0.0
222,0.081078768880847,0.16823806591278728,1.0,1.0,0.035181137420978496,0.0
227,0.23717267358567898,0.1385778803367708,0.6666666666666666,1.0,0.12841272301896386,0.12455567159460001
229,0.07982280139200028,0.16823806591278728,1.0,0.0,0.06689003406695289,0.0
230,0.06060306057636368,0.1094087580758201,1.0,0.0,0.07573640255436874,0.0
231,0.08311238451697482,0.21331761778285213,0.6666666666666666,1.0,0.137056133360444,0.0
234,0.23681873749783974,0.1561579243462974,0.6666666666666666,1.0,0.1031434970319381,0.19493920725105632
235,0.08205462123731809,0.15969357437124337,1.0,1.0,0.04792555913638683,0.0
238,0.08193832795131377,0.10498919484187785,1.0,0.0,0.10248863585181091,0.0
239,0.11140906911674034,0.09781967982478885,0.3333333333333333,0.0,0.0,0.0
241,0.085171281302234,0.19814378223335302,0.6666666666666666,1.0,0.10730058364339637,0.0
244,0.24776446382575987,0.15910429983559224,0.6666666666666666,1.0,0.09434784571093069,0.12251487482155003
246,0.08244900716376753,0.11893537723099588,1.0,1.0,0.09255532745070166,0.0
247,0.08290305660216703,0.17516205081806133,0.6666666666666666,1.0,0.09022988804537987,0.0
249,0.07674659116569456,0.13582793252239245,0.6666666666666666,1.0,0.09974911622729275,0.08363434287302028
252,0.08242675975253193,0.10469455869789827,1.0,0.0,0.13757952881397648,0.0
254,0.08036685172130749,0.12192103754230997,1.0,1.0,0.13544820579404976,0.0572189592894578
255,0.11167806054349819,0.10253388160989983,0.6666666666666666,0.0,0.0,0.0
258,0.2310151969032412,0.13376546910577491,0.6666666666666666,1.0,0.10237172816155503,0.10140747908901897
260,0.08093618319974605,0.11573364735380084,0.6666666666666666,1.0,0.09344232898042099,0.011257916471050388
261,0.08232765764793692,0.19760361440856417,0.6666666666666666,1.0,0.08029501671106491,0.013701123875406004
263,0.07957706862244332,0.09998035697858969,1.0,0.0,0.15973722839571164,0.0
265,0.08337025223811485,0.10394814399929288,1.0,1.0,0.1921975377446645,0.011190848032499449
266,0.08040730155991768,0.11624435256393637,1.0,1.0,0.1777869517816582,0.08979505801419935
267,0.08342789325813438,0.09958750722569241,1.0,0.0,0.15994140359655684,0.0
270,0.2630575365583113,0.13533686898458067,1.0,1.0,0.2014805106658234,0.02642496478906976
272,0.1126286317508379,0.10948733060231783,1.0,0.0,0.1584814909823834,0.023071542861522836
273,0.11497573363619476,0.0984089562106659,0.6666666666666666,0.0,0.0,0.0
275,0.08193226047552223,0.09133765538754665,1.0,1.0,0.2418488390314067,0.0
276,0.23006664818783204,0.15085444916813986,0.6666666666666666,1.0,0.12465444578017482,0.11430378170181371
278,0.08032741312866254,0.1479080735618739,0.6666666666666666,1.0,0.0628622498275897,0.0
279,0.11381381202211674,0.12080141449469654,1.0,0.0,0.1602128762253973,0.0
283,0.0839355387326924,0.1653899017381654,0.6666666666666666,0.0,0.03652869510991628,0.0
286,0.12400413761399143,0.09015910261638187,0.6666666666666666,0.0,0.0,0.0
287,0.08164708911332032,0.17884501865792574,0.3333333333333333,0.0,0.011543630948312882,0.06272815245614202
288,0.1125113272188683,0.11795325085827932,1.0,1.0,0.1824231156538108,0.0
290,0.08976132673852646,0.1628363760019643,0.6666666666666666,0.0,0.07885795919074123,0.0
293,0.08228720780932673,0.14201531743193874,0.6666666666666666,0.0,0.12302821675621371,0.0296059250174857
294,0.08127596184407174,0.14142604596346495,1.0,1.0,0.21815494450132747,0.09051364842724512
295,0.2307957565287809,0.1673541493323512,0.6666666666666666,0.0,0.14059313067084783,0.10035354648321852
296,0.11385426186072695,0.09015910261638187,1.0,0.0,0.0,0.20039091318469687
298,0.08109393757032583,0.15792574999145553,0.6666666666666666,0.0,0.05877648707022314,0.0
299,0.08411452926854253,0.10459634719622865,1.0,1.0,0.2421670173834025,0.0
300,0.26431350404715803,0.16529169515380085,1.0,0.0,0.12829471751765348,0.01938277874122122
304,0.1121472786713765,0.12374779106098999,1.0,1.0,0.2070871273811365,0.0
307,0.11574630306171907,0.09192693001649972,1.0,1.0,0.0002274547150443847,0.0
309,0.11056467873575243,0.09310548278815559,1.0,0.0,0.0,0.09895469047915609
310,0.08186652948778064,0.16440777852622276,0.6666666666666666,0.0,0.06484127677916587,0.0
312,0.2267608851274134,0.1673541493323512,0.6666666666666666,0.0,0.1463932188026801,0.12197832731314252
313,0.11132614694758944,0.20791592774034573,1.0,1.0,0.24247977630579456,0.04557779459811633
317,0.05993472811792665,0.1571891572311432,0.3333333333333333,0.0,0.014256414929812736,0.0
318,0.07971763181161377,0.11932822477136124,1.0,1.0,0.2366556905043954,0.014410133082944495
319,0.06010390956791381,0.15144372337625223,0.6666666666666666,0.0,0.047915735570800644,0.0
321,0.10848050080136185,0.09310548278815559,1.0,0.0,1.1920568628456974e-06,0.0
322,0.08017673747983954,0.1542427800441957,1.0,1.0,0.19073299392047782,0.1994423738394765
323,0.26531160381486474,0.22068355774690634,1.0,0.0,0.07389446578298137,0.1537591859807801
325,0.11349931452692244,0.09192693001649972,1.0,1.0,0.020336842010512227,0.0
326,0.11192075957515937,0.19072873438754664,1.0,1.0,0.24774438016413006,0.18727424284523478
330,0.1123788539974199,0.07955215050324102,1.0,1.0,0.21341016400091933,0.0
331,0.12188456607081694,0.10086427138135927,1.0,1.0,0.06638947290509091,0.0
334,0.10505743320897365,0.05892752002946376,0.6666666666666666,1.0,0.18699980851226988,0.0
335,0.11423651283559333,0.09408760670241605,0.6666666666666666,1.0,0.1102707598016525,0.0
338,0.11325560424929598,0.07542722575486152,0.6666666666666666,1.0,0.15702667836512665,0.0
339,0.07919077266371591,0.1907778412390002,1.0,1.0,0.1481725218122299,0.17237546828141917
341,0.09209325993440451,0.24435277763504226,1.0,1.0,0.24002635750848492,0.3194661352291345
342,0.08462217474310053,0.16597917870909448,0.6666666666666666,0.0,0.0697650293934604,0.0
345,0.08047404379362452,0.12472991474120998,1.0,1.0,0.2199270730700694,0.2680821300936084
346,0.10915095687632592,0.06747201181673541,1.0,0.0,0.0006782845715126221,0.0
348,0.09535857315621293,0.2819681841974072,1.0,0.0,0.07181822366726615,0.14859491621235785
349,0.08154394202486431,0.16735415216568456,1.0,1.0,0.22284964612306654,0.37841929271540947
353,0.2341834305123852,0.13572971962718525,0.6666666666666666,0.0,0.1479546891509729,0.11492656005978671
354,0.08367564851962185,0.2508348073174229,0.6666666666666666,0.0,0.07034527051101316,0.0
356,0.08108888134049956,0.08426635212905127,0.6666666666666666,1.0,0.17078328377918842,0.0
358,0.08525319222541966,0.16391671745884895,1.0,1.0,0.1859468801432073,0.2021346925870213
360,0.07865278981020025,0.19740718688597528,1.0,1.0,0.11029559267764853,0.167872301692999
361,0.0857537589782209,0.19652327560804783,1.0,1.0,0.1667239742707976,0.15743836889557442
363,0.1065196948747324,0.08868591604183856,1.0,0.0,0.006264335787162551,0.0
364,0.07823312273461942,0.15704184008397173,0.6666666666666666,1.0,0.14679401243629475,0.0
367,0.26188954746844173,0.18031821050000002,1.0,1.0,0.03268411710359593,0.18866351764378994
369,0.08226293790616061,0.28432527393488516,0.6666666666666666,0.0,0.06527132152626214,0.0
371,0.0831578905854113,0.23187979619701435,0.3333333333333333,0.0,0.004617626756118815,0.07048892891703634
372,0.08333081364546989,0.32410134128403073,0.6666666666666666,0.0,0.03008776253804877,0.0
373,0.08473037806138282,0.0,1.0,1.0,0.1145127842631455,0.0
375,0.10839049991045416,0.06452563340070715,0.6666666666666666,0.0,0.02040871012562383,0.0
376,0.07883279159201564,0.13266548783889218,1.0,1.0,0.09382293472367516,0.03150300370792653
377,0.08287777545303567,0.32410134128403073,0.6666666666666666,0.0,0.07543610292418927,0.0
381,0.0817825960726645,0.09899823203378512,0.6666666666666666,0.0,0.10252934578400998,0.0
383,0.2306117097631045,0.12168532895619721,0.6666666666666666,0.0,0.13177471667640445,0.09090647785304347
384,0.08409834933309845,0.15704184008397173,0.6666666666666666,1.0,0.14019943465320467,0.15074110624598785
385,0.08026471587881673,0.07719505022893342,0.6666666666666666,0.0,0.11664349121702254,0.027201042435159188
386,0.08410441680888998,0.12394421404807507,1.0,1.0,0.045023521530559774,0.017159939063532973
390,0.09525643731372216,0.2982714591572383,1.0,0.0,0.06906907411272108,0.07826886778894519
391,0.26331237054155554,0.1321940689303673,1.0,1.0,0.013377799194213053,0.1423767138381351
392,0.08844468449176446,0.14614024812787274,1.0,1.0,0.08759020280531335,0.1511435168772935
395,0.08484060387159562,0.16529169192221568,0.6666666666666666,1.0,0.09568245737907145,0.1586072759674622
397,0.06000561646009103,0.0,0.6666666666666666,0.0,0.02069774674550458,0.0
398,0.08367767101155237,0.11564525756393636,0.6666666666666666,0.0,0.04047767545783391,0.008584760134520125
401,0.16029674406102828,0.18414849615409548,1.0,1.0,0.0034782891097209943,0.16535244464458515
403,0.26508508471864756,0.12065409373703595,1.0,1.0,0.006840295171256603,0.2132488909754625
405,0.060722084226474196,0.018856805707130234,1.0,0.0,0.08210718221374336,0.0
406,0.08466464707364124,0.125515617572088,1.0,0.0,0.08951242088715869,0.02941430090734016
407,0.2638543983789322,0.15154193506511496,1.0,1.0,0.007043499898760338,0.24462733901179445
409,0.11028759734127255,0.07115497979684739,1.0,0.0,0.06962502169112,0.0
411,0.23039226938864418,0.14717147969549205,0.6666666666666666,0.0,0.08106063740330474,0.10668672332352856
412,0.2668325177466082,0.15311333641887648,0.6666666666666666,1.0,0.013514637405826015,0.17180059595098254
414,0.11362774276450982,0.07660577517796113,1.0,0.0,0.12425068271901077,0.0
415,0.0927091087272448,0.15389903779817327,1.0,0.0,0.08437344454652249,0.08101867376953367
418,0.06288645396590949,0.26792378707523085,1.0,1.0,0.11735661427026571,0.0
420,0.08267552625998464,0.08898055335651149,1.0,1.0,0.06323566025173255,0.008795546655680216
421,0.2633224830012081,0.1688273394185327,1.0,1.0,0.032238361568829144,0.29362562397600867
423,0.23800695150701437,0.2775486174513848,0.6666666666666666,0.0,0.03923045393887536,0.0
424,0.26501733123897553,0.16784521386505602,1.0,1.0,0.0498694918006582,0.22689252761782486
427,0.11001961716047998,0.3423688813759085,1.0,0.0,0.09816738302057951,0.0
428,0.11297245537902459,0.05421331860282853,1.0,0.0,0.1454033335951255,0.0
430,0.07606905636897371,0.44136711198143785,1.0,1.0,0.12187956423593672,0.0
431,0.26604374589370927,0.15733647536152032,1.0,1.0,0.0539233255079497,0.22633681769840283
433,0.1605637129958556,0.2118444358453153,1.0,1.0,0.007133157934877091,0.003468396393634247
436,0.13415906959708218,0.33323511911549797,1.0,0.0,0.06373106088515239,0.11346063561717334
438,0.2627652864743526,0.13022981781644077,1.0,0.0,0.052121264489443146,0.10452137087888398
439,0.08671140890731738,0.10047142268208605,1.0,0.0,0.06506113283953492,0.0
441,0.07163878779519155,0.0,0.6666666666666666,0.0,0.008222577315182014,0.0
443,0.26125650749419216,0.1835592227890395,1.0,0.0,0.0466921086159536,0.03308390261662722
444,0.13823236834512934,0.47259871652033,1.0,0.0,0.009207219210574498,0.029088539920092745
445,0.04927174616189178,0.17442545893606365,1.0,0.0,0.09946212197788776,0.02000555709919422
449,0.11287537576636011,0.07012374764997055,1.0,1.0,0.1553246540699127,0.0
451,0.1368692087839656,0.3476723714233943,0.6666666666666666,0.0,0.0016063596435036403,0.13405064625231145
453,0.26410518737831545,0.2144470667819191,1.0,0.0,0.08208956345202562,0.047637753782180874
454,0.13482345819625471,0.3021017551143194,0.6666666666666666,0.0,0.0020315123564503554,0.014189765356277126
457,0.26422046941835453,0.20791593114972504,1.0,1.0,0.16179243877296862,0.07819221814488699
459,0.1372443810370752,0.2394421567527009,1.0,0.0,0.010018473826051493,0.04373820314071916
461,0.04710080332368234,0.18149676151532118,1.0,0.0,0.10758425694797212,0.0
463,0.2636754078430821,0.2103712406542919,1.0,1.0,0.19505158013538818,0.028523248795163405
465,0.13551110545262812,0.23649578079512865,1.0,0.0,0.02238804138072579,0.0042827988617527854
467,0.041623086179089025,0.19917501599646437,1.0,1.0,0.06757664357515762,0.0
468,0.11394224025970415,0.17766647104964645,1.0,1.0,0.1171793553526644,0.005834954153931647
469,0.07158519175903304,0.09281084266352388,0.6666666666666666,0.0,4.960228837740354e-05,0.0
471,0.16074674851556675,0.21891573561461405,1.0,0.0,0.043969751657867935,0.06197123722106715
472,0.13574166953270628,0.24926340994460813,1.0,0.0,0.023597116331184317,0.08075040001532992
474,0.23353421060269144,0.18051463362031037,1.0,0.0,0.022748872626125835,0.07754069617039215
476,0.2661529604579569,0.14771866180741222,1.0,1.0,0.14487035295425352,0.015061655057439326
479,0.05143025067472859,0.18326458449086627,1.0,0.0,0.11092635666809002,0.0
480,0.1370987616180785,0.21390689845374192,1.0,1.0,0.059653279177324874,0.09203706010290215
482,0.26349540606126676,0.41337653546729525,1.0,1.0,0.020234567311942456,0.06335093081411503
484,0.08352092788693784,0.09150601902517047,0.6666666666666666,0.0,0.0,0.0
486,0.060986929544774485,0.220094281173738,1.0,1.0,0.18892197826343016,0.014429295493959049
487,0.1573813219431981,0.17295226885002948,1.0,1.0,0.12180267397195853,0.0
489,0.13536245229573562,0.25751326108014144,1.0,1.0,0.15874974434308323,0.1022314627626448
490,0.26194010976670445,0.5045177659781969,1.0,1.0,0.0013766140540035332,0.09767080894118098
493,0.2280734823903144,0.2168532701962287,1.0,0.0,0.06819727306812495,0.10554655986816261
494,0.2600632372551912,0.367707720066981,1.0,0.0,3.0318233139995706e-05,0.08730394458230735
495,0.16015719211782306,0.21891573561461405,1.0,0.0,0.07403696060768439,0.05749681424916883
497,0.26573228213641076,0.18238066994696525,1.0,1.0,0.058735506047678146,0.017150357858025694
498,0.05147110501172489,0.06776664913140837,1.0,0.0,0.10173185719188561,0.0
499,0.16084382812823123,0.13671184752209783,1.0,0.0,0.09425733892017224,0.0
501,0.13555054404527306,0.25751326108014144,1.0,1.0,0.13134197623040147,0.07628555824893889
504,0.12359761673595893,0.22628166848379494,1.0,1.0,0.10241814669430038,0.0
506,0.2591561496243575,0.30524455313818505,1.0,0.0,0.00040240989452634704,0.07409146218777246
507,0.079357628247983,0.12276566433686899,0.6666666666666666,0.0,0.02659093693192042,0.0
510,0.26275315152276957,0.43017090104478495,0.6666666666666666,0.0,0.01900357432870748,0.09378083950522655
511,0.1323469168273452,0.13553329123836183,1.0,0.0,0.07720563256314537,0.0044744229718983244
513,0.26188347999265027,0.285503838156158,0.6666666666666666,0.0,0.06752999746871119,0.052878673194661344
515,0.06100816571004483,0.06069534304007072,1.0,0.0,0.0062031889835196,0.004809765164653016
517,0.15324128096144413,0.25279905491160876,1.0,1.0,0.006957691511706326,0.20652288470935412
518,0.23334510760718877,0.20329994107248087,1.0,0.0,0.1304962123203932,0.07271176859472459
520,0.08157630189575248,0.11447652672708702,1.0,0.0,0.1530005863519688,0.022151747132824248
521,0.16784670643762212,0.3671184384127873,0.6666666666666666,0.0,0.028843347778354754,0.21582623525692002
522,0.26236584431807686,0.2972893377716559,1.0,0.0,0.1130587797156503,0.14891109599409796
526,0.06046613787266815,0.1325869180907484,1.0,0.0,0.015832480112889305,0.0
527,0.04972872821359052,0.10017678185503832,1.0,0.0,0.0785674883260137,0.01601019440265974
529,0.06196723138349268,0.23983500603712438,0.6666666666666666,0.0,0.00881838874893545,0.15816654051412746
530,0.05963974766986177,0.12374779021803184,1.0,0.0,0.14930672055421004,0.0
532,0.13312759871252208,0.27165586413081916,1.0,0.0,0.0009006249305556785,0.017504862461794942
534,0.05938713842774106,0.0,1.0,0.0,0.12122024920009822,0.0
535,0.1632334023441288,0.3361815027999411,0.6666666666666666,0.0,0.011890903285152068,0.16935738854662694
538,0.2087081221556811,0.23453152285091342,1.0,1.0,0.06693424246918087,0.09851395502582135
539,0.2603251499601923,0.3783146774478492,1.0,0.0,0.09127649661527631,0.14268331241436796
542,0.20985790881817604,0.10017678185503832,1.0,0.0,0.05363660710551722,0.08601048183882497
544,0.26477159846941856,0.2274602212551562,1.0,0.0,0.026199049526619604,0.04316333081028255
545,0.13350479345756222,0.2905126733500295,1.0,0.0,0.004289578571211955,0.0
548,0.16292598357069127,0.33352975906452564,0.6666666666666666,0.0,0.007297396665031966,0.0
549,0.06096023265129173,0.0,1.0,0.0,0.1262740216561198,0.0
550,0.07004101917008863,0.1664702444127873,1.0,1.0,0.14487040826749634,0.046200572956089335
552,0.06178217337185102,0.1325869180907484,1.0,1.0,0.09486307579439562,0.016623391555125464
553,0.11231008927178254,0.45492045655951685,0.6666666666666666,0.0,0.06521531196617672,0.12537965526822584
555,0.2655725052739005,0.3241013553329405,1.0,1.0,0.046019084895259764,0.07260637533414453
557,0.13452412939053926,0.2905126733500295,0.6666666666666666,0.0,0.022358015928709448,0.0
559,0.06143733849769906,0.10548025703299942,1.0,0.0,0.029179301332718358,0.17214551934924452
560,0.2631313575137749,0.2626988808641132,1.0,0.0,0.008930352829918962,0.11890276034530663
561,0.06367016958898211,0.16676487470271067,0.6666666666666666,0.0,0.015049979054277587,0.021069070910501957
563,0.16099551502301948,0.19858573279670008,0.6666666666666666,0.0,0.03186511731036973,0.017773136215998697
