OBJECTID,RoadWidth,sidewalk_width,public_transport,has_utilities,people_flow,tree_density,cluster_id
288,0.11251132720000001,0.1179532509,1.0,1,0.1824231157,0.0,2
290,0.0897613267,0.162836376,0.6666666667000001,0,0.07885795920000001,0.0,1
293,0.0822872078,0.1420153174,0.6666666667000001,0,0.1230282168,0.029605925,1
294,0.0812759618,0.141426046,1.0,1,0.2181549445,0.09051364840000001,2
295,0.2307957565,0.1673541493,0.6666666667000001,0,0.1405931307,0.1003535465,1
296,0.1138542619,0.0901591026,1.0,0,0.0,0.20039091320000002,1
298,0.0810939376,0.15792575,0.6666666667000001,0,0.058776487100000004,0.0,1
299,0.0841145293,0.10459634720000001,1.0,1,0.24216701740000002,0.0,2
300,0.26431350400000003,0.1652916952,1.0,0,0.12829471750000002,0.019382778700000002,1
304,0.1121472787,0.1237477911,1.0,1,0.20708712740000002,0.0,2
307,0.1157463031,0.09192693,1.0,1,0.0002274547,0.0,2
309,0.1105646787,0.0931054828,1.0,0,0.0,0.0989546905,1
310,0.08186652950000001,0.16440777850000002,0.6666666667000001,0,0.0648412768,0.0,1
312,0.2267608851,0.1673541493,0.6666666667000001,0,0.1463932188,0.12197832730000001,1
313,0.1113261469,0.2079159277,1.0,1,0.2424797763,0.0455777946,2
317,0.0599347281,0.1571891572,0.33333333330000003,0,0.0142564149,0.0,1
318,0.07971763180000001,0.11932822480000001,1.0,1,0.23665569050000002,0.0144101331,2
319,0.060103909600000005,0.1514437234,0.6666666667000001,0,0.0479157356,0.0,1
321,0.1084805008,0.0931054828,1.0,0,1.1921e-06,0.0,1
322,0.0801767375,0.15424278,1.0,1,0.1907329939,0.19944237380000002,2
323,0.2653116038,0.2206835577,1.0,0,0.0738944658,0.15375918600000002,1
325,0.1134993145,0.09192693,1.0,1,0.020336842,0.0,2
326,0.1119207596,0.19072873440000002,1.0,1,0.2477443802,0.18727424280000002,2
330,0.112378854,0.0795521505,1.0,1,0.213410164,0.0,2
331,0.12188456610000001,0.1008642714,1.0,1,0.0663894729,0.0,2
334,0.10505743320000001,0.058927520000000004,0.6666666667000001,1,0.1869998085,0.0,3
335,0.11423651280000001,0.0940876067,0.6666666667000001,1,0.1102707598,0.0,3
338,0.1132556042,0.0754272258,0.6666666667000001,1,0.1570266784,0.0,3
339,0.07919077270000001,0.19077784120000002,1.0,1,0.1481725218,0.1723754683,2
341,0.0920932599,0.24435277760000002,1.0,1,0.2400263575,0.3194661352,2
342,0.0846221747,0.1659791787,0.6666666667000001,0,0.0697650294,0.0,1
345,0.0804740438,0.1247299147,1.0,1,0.2199270731,0.2680821301,2
346,0.1091509569,0.06747201180000001,1.0,0,0.0006782846,0.0,1
348,0.0953585732,0.2819681842,1.0,0,0.0718182237,0.1485949162,1
349,0.08154394200000001,0.1673541522,1.0,1,0.22284964610000002,0.3784192927,2
353,0.2341834305,0.1357297196,0.6666666667000001,0,0.14795468920000002,0.1149265601,1
354,0.0836756485,0.2508348073,0.6666666667000001,0,0.0703452705,0.0,1
356,0.0810888813,0.0842663521,0.6666666667000001,1,0.17078328380000002,0.0,3
358,0.08525319220000001,0.1639167175,1.0,1,0.18594688010000002,0.2021346926,2
360,0.0786527898,0.1974071869,1.0,1,0.1102955927,0.1678723017,2
361,0.085753759,0.19652327560000002,1.0,1,0.1667239743,0.15743836890000001,2
363,0.1065196949,0.088685916,1.0,0,0.0062643358000000005,0.0,1
364,0.0782331227,0.1570418401,0.6666666667000001,1,0.1467940124,0.0,3
367,0.2618895475,0.18031821050000002,1.0,1,0.0326841171,0.1886635176,2
369,0.0822629379,0.2843252739,0.6666666667000001,0,0.0652713215,0.0,1
371,0.0831578906,0.23187979620000002,0.33333333330000003,0,0.0046176268,0.0704889289,1
372,0.0833308136,0.3241013413,0.6666666667000001,0,0.0300877625,0.0,1
373,0.0847303781,0.0,1.0,1,0.1145127843,0.0,2
375,0.1083904999,0.0645256334,0.6666666667000001,0,0.0204087101,0.0,1
376,0.07883279160000001,0.1326654878,1.0,1,0.0938229347,0.031503003700000004,2
377,0.0828777755,0.3241013413,0.6666666667000001,0,0.0754361029,0.0,1
381,0.08178259610000001,0.098998232,0.6666666667000001,0,0.1025293458,0.0,1
383,0.2306117098,0.12168532900000001,0.6666666667000001,0,0.13177471670000002,0.0909064779,1
384,0.0840983493,0.1570418401,0.6666666667000001,1,0.14019943470000001,0.1507411062,3
385,0.0802647159,0.0771950502,0.6666666667000001,0,0.1166434912,0.0272010424,1
386,0.0841044168,0.12394421400000001,1.0,1,0.045023521500000004,0.0171599391,2
390,0.09525643730000001,0.29827145920000003,1.0,0,0.0690690741,0.0782688678,1
391,0.2633123705,0.13219406890000002,1.0,1,0.0133777992,0.1423767138,2
392,0.08844468450000001,0.1461402481,1.0,1,0.0875902028,0.1511435169,2
